epoch,loss_g,loss_d,sensitivity,specificity,false_positive_rate,precision,dice_score,balanced_accuracy,smooth_dice_loss,mae,datetime
0,0.9330117702484131,-0.12397796660661697,0.43519356846809387,0.9594886898994446,0.040511440485715866,0.3167968690395355,0.3442951440811157,0.6973413825035095,0.8090341091156006,0.0676095187664032,2019-07-08 08:31:05.960402
1,0.9034598469734192,-0.11745777726173401,0.4392021894454956,0.9783028364181519,0.02169702760875225,0.41168853640556335,0.41302135586738586,0.7087525129318237,0.7860012650489807,0.042431555688381195,2019-07-08 08:33:57.527086
2,0.889526903629303,-0.11443658918142319,0.46933451294898987,0.9802609086036682,0.019739050418138504,0.4485105276107788,0.4468280076980591,0.7247974872589111,0.7750904560089111,0.038039449602365494,2019-07-08 08:36:49.499430
3,0.8773432970046997,-0.11069899052381516,0.49321213364601135,0.9815554618835449,0.018444707617163658,0.47772592306137085,0.4736645519733429,0.7373836040496826,0.7666440606117249,0.035439927130937576,2019-07-08 08:39:41.148072
4,0.8679828643798828,-0.10896433144807816,0.5106146335601807,0.9826225638389587,0.017377644777297974,0.4971156418323517,0.492690771818161,0.7466181516647339,0.7590183019638062,0.033518653362989426,2019-07-08 08:42:33.046080
5,0.7591298222541809,-0.11456911265850067,0.5013077855110168,0.9834358096122742,0.01656421460211277,0.5077138543128967,0.4925464689731598,0.7423719167709351,0.6445605158805847,0.03283168375492096,2019-07-08 08:45:25.058247
6,0.6254875659942627,-0.10988268256187439,0.4604417085647583,0.985646665096283,0.014353306964039803,0.5190021991729736,0.47581642866134644,0.7230440378189087,0.515604555606842,0.031550776213407516,2019-07-08 08:48:17.327115
7,0.6079039573669434,-0.11382175981998444,0.46527978777885437,0.9848633408546448,0.015136468224227428,0.5068634748458862,0.4725761115550995,0.7250719666481018,0.49408233165740967,0.03204062581062317,2019-07-08 08:51:09.041321
8,0.6013748049736023,-0.11753556877374649,0.47730889916419983,0.9838129878044128,0.01618652418255806,0.5006218552589417,0.47626185417175293,0.7305611371994019,0.48383912444114685,0.032577380537986755,2019-07-08 08:54:00.777718
9,0.5980867147445679,-0.12074717879295349,0.4876905381679535,0.9831737875938416,0.01682596281170845,0.4931098222732544,0.4786791503429413,0.7354319095611572,0.47733962535858154,0.03287722170352936,2019-07-08 08:56:53.028089
10,0.5964359045028687,-0.1237369254231453,0.4895903468132019,0.9828278422355652,0.017172545194625854,0.4905813932418823,0.4775911569595337,0.736208975315094,0.47269871830940247,0.033169060945510864,2019-07-08 08:59:45.037209
11,0.5918169617652893,-0.1238841563463211,0.5002893209457397,0.9829072952270508,0.01709352247416973,0.49570122361183167,0.485961377620697,0.7415981292724609,0.46793270111083984,0.03261595219373703,2019-07-08 09:02:36.480420
12,0.5881524682044983,-0.12489095330238342,0.5003063082695007,0.9827719926834106,0.01722772605717182,0.4941070079803467,0.48629093170166016,0.7415392994880676,0.4632614254951477,0.03268160670995712,2019-07-08 09:05:28.314273
13,0.5840276479721069,-0.12370476871728897,0.49558770656585693,0.9832578897476196,0.01674249954521656,0.495954692363739,0.4848855435848236,0.7394227385520935,0.4603228271007538,0.032325584441423416,2019-07-08 09:08:20.247965
14,0.5798426270484924,-0.12394434213638306,0.5134281516075134,0.9830264449119568,0.016973404213786125,0.5063406229019165,0.499162882566452,0.7482275366783142,0.45589834451675415,0.03209173306822777,2019-07-08 09:11:12.525335
15,0.5852909088134766,-0.12755313515663147,0.5066131949424744,0.983245313167572,0.016754744574427605,0.5018063187599182,0.49337926506996155,0.7449294924736023,0.4577377438545227,0.03208630159497261,2019-07-08 09:14:04.596561
16,0.5869107842445374,-0.12964871525764465,0.5030273795127869,0.9835935235023499,0.01640620268881321,0.5050754547119141,0.4915236830711365,0.7433105111122131,0.45726174116134644,0.03191700205206871,2019-07-08 09:16:56.651181
17,0.5823687314987183,-0.12901468575000763,0.5186417698860168,0.9829447865486145,0.017055122181773186,0.5018530488014221,0.49920299649238586,0.7507929801940918,0.4533540904521942,0.03200503811240196,2019-07-08 09:19:48.582853
18,0.579634428024292,-0.1304057240486145,0.5141595602035522,0.9835860133171082,0.016414426267147064,0.5054799318313599,0.498460054397583,0.7488728761672974,0.44922879338264465,0.03153114765882492,2019-07-08 09:22:40.491180
19,0.5830473899841309,-0.1313483864068985,0.5167765021324158,0.9830832481384277,0.016916824504733086,0.5019116997718811,0.49844878911972046,0.7499301433563232,0.4516991972923279,0.03191094100475311,2019-07-08 09:25:32.184629
20,0.5840479135513306,-0.133810892701149,0.5057730078697205,0.9835795164108276,0.016420546919107437,0.5082164406776428,0.4947674870491028,0.744676411151886,0.4502367377281189,0.03181009367108345,2019-07-08 09:28:24.360508
21,0.5815367102622986,-0.13217449188232422,0.5122607350349426,0.9836090207099915,0.016390996053814888,0.5096049308776855,0.4993394613265991,0.7479352355003357,0.44936221837997437,0.031665198504924774,2019-07-08 09:31:16.023815
22,0.5775179266929626,-0.13480427861213684,0.5184485912322998,0.9841054081916809,0.01589440368115902,0.5202569961547852,0.5076195597648621,0.7512770295143127,0.44271332025527954,0.030917342752218246,2019-07-08 09:34:08.255867
23,0.5739851593971252,-0.13301138579845428,0.5170658826828003,0.9843072891235352,0.01569313369691372,0.5190982818603516,0.5063645839691162,0.7506862282752991,0.4409734606742859,0.03068256564438343,2019-07-08 09:37:00.354986
24,0.5750141143798828,-0.13481581211090088,0.521500825881958,0.9839558601379395,0.016044778749346733,0.5184282064437866,0.5084620714187622,0.7527281045913696,0.44019848108291626,0.03098699264228344,2019-07-08 09:39:52.109464
25,0.571374237537384,-0.1311715543270111,0.5213993191719055,0.984215497970581,0.015784068033099174,0.520609974861145,0.5103269815444946,0.752807080745697,0.4402024745941162,0.030639516189694405,2019-07-08 09:42:43.868327
26,0.5720015168190002,-0.13301131129264832,0.5211961269378662,0.9840351939201355,0.015964558348059654,0.5163156390190125,0.5087307691574097,0.7526161074638367,0.4389903247356415,0.030868904665112495,2019-07-08 09:45:35.852881
27,0.570042610168457,-0.1320035606622696,0.5181830525398254,0.9844615459442139,0.015538610517978668,0.5216551423072815,0.5097582936286926,0.7513226866722107,0.43803879618644714,0.030468352138996124,2019-07-08 09:48:27.759408
28,0.5689954161643982,-0.1349688470363617,0.5155013203620911,0.9848999381065369,0.015099768526852131,0.5273470878601074,0.5112753510475159,0.7502005100250244,0.4340265393257141,0.030166959390044212,2019-07-08 09:51:19.477285
29,0.567476212978363,-0.13424921035766602,0.5359756350517273,0.984092116355896,0.015907995402812958,0.5262243747711182,0.5214816927909851,0.7600337266921997,0.43322691321372986,0.030316457152366638,2019-07-08 09:54:11.513247
30,0.5680726766586304,-0.13421505689620972,0.5286521315574646,0.9847493171691895,0.015250954777002335,0.5321037769317627,0.5193073153495789,0.7567006945610046,0.4338575303554535,0.029876139014959335,2019-07-08 09:57:03.437956
31,0.5690959095954895,-0.1354564130306244,0.5310289859771729,0.9848030209541321,0.015196647495031357,0.5343499183654785,0.5217344164848328,0.757916271686554,0.43363964557647705,0.029783234000205994,2019-07-08 09:59:55.143198
32,0.5667106509208679,-0.13409043848514557,0.5252591371536255,0.9850628972053528,0.014937306754291058,0.5324903726577759,0.5175459384918213,0.7551608681678772,0.4326198399066925,0.02975655533373356,2019-07-08 10:02:47.036271
33,0.5639296174049377,-0.13588935136795044,0.5298259258270264,0.9847046136856079,0.015295436605811119,0.529586136341095,0.5207881927490234,0.7572648525238037,0.428040087223053,0.029878437519073486,2019-07-08 10:05:38.953282
34,0.5703866481781006,-0.14165009558200836,0.529069721698761,0.9847866296768188,0.015213115140795708,0.5353646278381348,0.520384669303894,0.7569283246994019,0.4287364184856415,0.02992672473192215,2019-07-08 10:08:30.162508
35,0.5676782131195068,-0.1410311460494995,0.5267481803894043,0.9854230284690857,0.01457680482417345,0.5416276454925537,0.5218594670295715,0.7560860514640808,0.426646888256073,0.02939770370721817,2019-07-08 10:11:21.993542
36,0.5660535097122192,-0.13775718212127686,0.5317310094833374,0.9846237897872925,0.015376241877675056,0.5284491181373596,0.5203009843826294,0.7581774592399597,0.4282965362071991,0.029979541897773743,2019-07-08 10:14:13.596587
37,0.5631893873214722,-0.13804462552070618,0.5305488705635071,0.9852567911148071,0.014743289910256863,0.5383768081665039,0.5242576599121094,0.7579028606414795,0.42514464259147644,0.029389509931206703,2019-07-08 10:17:05.312169
38,0.5634937882423401,-0.13828425109386444,0.5389949679374695,0.9851523041725159,0.0148480124771595,0.5425620079040527,0.5298774838447571,0.762073814868927,0.4252094328403473,0.029166972264647484,2019-07-08 10:19:56.952799
39,0.5629274845123291,-0.13815852999687195,0.53632652759552,0.9852539896965027,0.014745931141078472,0.5405765771865845,0.5288808941841125,0.7607907056808472,0.4247687757015228,0.02915613353252411,2019-07-08 10:22:48.772198
40,0.5685539245605469,-0.1427934169769287,0.5190800428390503,0.985921323299408,0.014078322798013687,0.546736478805542,0.5210499167442322,0.7525010704994202,0.4257608950138092,0.029186639934778214,2019-07-08 10:25:40.249426
41,0.5654237270355225,-0.14158256351947784,0.5304388999938965,0.9854477047920227,0.014551788568496704,0.5438616871833801,0.5256673693656921,0.7579439878463745,0.42384111881256104,0.02922140248119831,2019-07-08 10:28:31.907992
42,0.5643191337585449,-0.14164116978645325,0.5307453274726868,0.9855049252510071,0.014494864270091057,0.5439493060112,0.5263729691505432,0.7581254243850708,0.42267802357673645,0.02922195941209793,2019-07-08 10:31:22.994772
43,0.5612035393714905,-0.14190007746219635,0.5414631366729736,0.9853429794311523,0.014657155610620975,0.54636150598526,0.5335413813591003,0.7634031176567078,0.41930320858955383,0.02899409830570221,2019-07-08 10:34:13.482123
44,0.5616140365600586,-0.1410897970199585,0.5423462986946106,0.9856586456298828,0.014341511763632298,0.5460386872291565,0.5338545441627502,0.7640023231506348,0.4205244481563568,0.028603874146938324,2019-07-08 10:37:05.457993
